country,company_name,stock_code,matched_name,mapping_source,mapping_score,mapping_status,is_verified_mapping,universe_match,universe_checked,backtest_ready_mapping
USA,ADVANCED MICRO DEVICES,AMD,ADVANCED MICRO DEVICES INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,KKR & CO,KKR,KKR & Co. Inc.,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,ANTERO RESOURCES,AR,ANTERO RESOURCES Corp,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,AIRBNB A,ABNB,"Airbnb, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,PLUG POWER,PLUG,PLUG POWER INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,PERRIGO,PRGO,PERRIGO Co plc,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,NAN YA PRINTED CIRCUIT,8046,南亞電路板股份有限公司 / N.P.C,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,STANDARD FOODS CORP,1227,佳格食品股份有限公司 / SFC,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,KIMCO REALTY CORP,KIM,KIMCO REALTY CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,E INK HOLDINGS,8069,元太科技工業股份有限公司 / EIH,Round3 official audit: FinLab company_basic_info + TPEx official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,WISTRON CORP,3231,Wistron,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,AECOM,ACM,AECOM,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,ATLASSIAN (US),TEAM,Atlassian Corp,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,AXON ENTERPRISE,AXON,"AXON ENTERPRISE, INC.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,GRACO,GGG,GRACO INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,TORO CO,TTC,TORO CO,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,UNITED THERAPEUTICS CORP,UTHR,UNITED THERAPEUTICS Corp,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,LINCOLN NATIONAL CORP,LNC,LINCOLN NATIONAL CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,LUMEN TECHNOLOGIES,LUMN,"Lumen Technologies, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,WESTERN UNION,WU,Western Union CO,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,APPLOVIN CORP A,APP,AppLovin Corp,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,COREBRIDGE FINANCIAL,CRBG,"Corebridge Financial, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,SAMSARA A,IOT,Samsara Inc.,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,WILLIAMS-SONOMA,WSM,WILLIAMS SONOMA INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,LUCID GROUP A,LCID,"Lucid Group, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,NATERA,NTRA,"Natera, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,REDDIT A,RDDT,"Reddit, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,UNITED AIRLINES HOLDINGS,UAL,"United Airlines Holdings, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,AES CORP,AES,AES CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,APA CORPORATION,APA,APA Corp,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CELANESE CORP,CE,Celanese Corp,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CHARLES RIVER LABS INTL,CRL,"Charles River Laboratories International, Inc.",web_verified_round2:https://ir.criver.com/shareholder-services/investor-faqs,0.99,verified_us_web_high_confidence,true,true,us_dayTradePortfolio Close union,true
USA,ENPHASE ENERGY,ENPH,"Enphase Energy, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,HF SINCLAIR,DINO,HF Sinclair Corp,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,LAMB WESTON HOLDINGS,LW,"Lamb Weston Holdings, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,MATCH GROUP(NEW),MTCH,"Match Group, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,MOSAIC CO (THE),MOS,MOSAIC CO,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,QORVO,QRVO,"Qorvo, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,TELEFLEX,TFX,TELEFLEX INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,ELITE MATERIAL CO,2383,台光電子材料股份有限公司 / EMC,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,LOTES CO,3533,LOTES,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,NANYA TECHNOLOGY,2408,南亞科技股份有限公司 / NTC,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,WALSIN LIHWA CORP,1605,WALSIN,FinLab company_basic_info:英文簡稱,0.94,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
USA,AST SPACEMOBILE A,ASTS,"AST SpaceMobile, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CASEYS GENERAL STORES,CASY,CASEYS GENERAL STORES INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,COHERENT CORP,COHR,COHERENT CORP.,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,CURTISS-WRIGHT CORP,CW,CURTISS WRIGHT CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,FTAI AVIATION,FTAI,FTAI Aviation Ltd.,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,IREN,IREN,IREN Ltd,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,LUMENTUM HOLDINGS,LITE,Lumentum Holdings Inc.,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,REVOLUTION MEDICINES,RVMD,"Revolution Medicines, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,AMERICAN FINANCIAL GROUP,AFG,AMERICAN FINANCIAL GROUP INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,AMERICAN HOMES 4 RENT A,AMH,American Homes 4 Rent,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,BAXTER INTERNATIONAL,BAX,BAXTER INTERNATIONAL INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,BENTLEY SYSTEMS B,BSY,BENTLEY SYSTEMS INC,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,BOOZ ALLEN HAMILTON A,BAH,Booz Allen Hamilton Holding Corp,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,BROWN-FORMAN CORP B,BF-A,BROWN FORMAN CORP,SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,BXP,BXP,"BXP, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,DOCUSIGN,DOCU,"DOCUSIGN, INC.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,DYNATRACE,DT,"Dynatrace, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,ESSENTIAL UTILITIES,WTRG,"Essential Utilities, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,NUTANIX A,NTNX,"Nutanix, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
USA,PAYCOM SOFTWARE,PAYC,"Paycom Software, Inc.",SEC company_tickers_exchange,1.0,mapped_exact_normalized,true,true,us_dayTradePortfolio Close union,true
TAIWAN,HONPRECISION,2317,鴻海精密工業股份有限公司 / HON HAI,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CHENG SHIN RUBBER IND,2105,正新橡膠工業股份有限公司 / CST,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,FENG TAY ENTERPRISE CO,9910,豐泰企業股份有限公司 / FT,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,NIEN MADE ENTERPRISE CO,8464,Nien Made,FinLab company_basic_info:英文簡稱,0.935,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CATCHER TECH CO,2474,CATCHER,FinLab company_basic_info:英文簡稱,0.9483,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,CHENG UEI PRECISION IND,2392,正崴精密工業股份有限公司 / FOXLINK,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,COMPAL COMMUNICATIONS,2324,Compal,FinLab company_basic_info:英文簡稱,0.9186,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,INVENTEC APPLIANCES,2356,INVENTEC,FinLab company_basic_info:英文簡稱,0.9321,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,NOVATEK MICROELECTRS,3034,NOVATEK,FinLab company_basic_info:英文簡稱,0.925,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,PHOENIX PRECISION TECH,8021,尖點科技股份有限公司 / Topoint,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,ELITEGROUP COMPUTER SYS,2331,精英電腦股份有限公司 / ECS,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,NIEN HSING TEXTILE CORP,1451,NIEN HSING,FinLab company_basic_info:英文簡稱,0.9456,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SHIHLIN ELECTR. & ENG,1503,士林電機廠股份有限公司 / SEEC,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,SYSTEX CORP,6214,SYSTEX,FinLab company_basic_info:英文簡稱,1.0,mapped_exact_normalized,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,TAIWAN STYRENE MONOMER,1310,台灣苯乙烯工業股份有限公司 / T.S.M.C.,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,KINSUS INTERCONNECT TECH,3189,景碩科技股份有限公司 / KINSUS,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,MOSEL VITELIC,2342,台灣茂矽電子股份有限公司 / MVI,Round3 official audit: FinLab company_basic_info + TWSE official reference,0.99,verified_tw_official_round3,true,true,FinLab/TWSE/TPEx ticker reference universe,true
TAIWAN,MOTECH INDUSTRIES,6244,MOTECH,FinLab company_basic_info:英文簡稱,0.9253,verified_tw_reference_fuzzy,true,true,FinLab/TWSE/TPEx ticker reference universe,true
